id,name,type,out_strength,in_strength,betweenness
John Morrison,John Morrison,mentioned_only,0,3,0.00015790926752129233
Joy Frayne,Joy Frayne,mentioned_only,0,1,0.0
Katrina Holland,Katrina Holland,mentioned_only,0,1,0.0
Ken Dallas,Ken Dallas,mentioned_only,0,1,0.0
Mrs Henry,Mrs Henry,mentioned_only,0,1,0.0
Ora Wannan,Ora Wannan,mentioned_only,0,1,0.0
Robert Close,Robert Close,mentioned_only,0,2,0.0005324226311792588
Ron Tullipan,Ron Tullipan,mentioned_only,0,2,4.5674493131362144e-05
Rosemary Adams,Rosemary Adams,mentioned_only,0,1,0.0
Ruth Mangan,Ruth Mangan,mentioned_only,0,1,0.0
Thelma Hartley,Thelma Hartley,mentioned_only,0,1,0.0
Thelma Henry,Thelma Henry,mentioned_only,0,1,0.0
Alan McCrae Moorehead,Alan McCrae Moorehead,mentioned_only,0,1,0.0
Ivan Page,Ivan Page,mentioned_only,0,1,0.0
Liaison Officer,Liaison Officer,mentioned_only,0,1,0.0
Lucy Moorehead,Lucy Moorehead,mentioned_only,0,1,0.0
Brandon Lunney,Brandon Lunney,mentioned_only,0,1,0.0
Gillian Armstrong,Gillian Armstrong,mentioned_only,0,1,0.0
Katharine Brisbane,Katharine Brisbane,mentioned_only,0,3,0.00020644197809495455
MS Acc01.037,MS Acc01.037,mentioned_only,0,1,0.0
MS Acc03.133,MS Acc03.133,mentioned_only,0,1,0.0
Margaret Fink,Margaret Fink,mentioned_only,0,1,0.0
Michael Thornbill,Michael Thornbill,mentioned_only,0,1,0.0
Ron Baddeley,Ron Baddeley,mentioned_only,0,2,0.0
Shiela Geddes,Shiela Geddes,mentioned_only,0,1,0.0
Sumner Locke Elliot,Sumner Locke Elliot,mentioned_only,0,1,0.0
Cecil Roberts,Cecil Roberts,mentioned_only,0,1,0.0
J. R. Glorney Bolton,J. R. Glorney Bolton,mentioned_only,0,1,0.0
Alan Stewart Watt,Alan Stewart Watt,mentioned_only,0,2,9.271188055227391e-06
Alan Watt,Alan Watt,mentioned_only,0,1,0.0
John D.L. Hood,John D.L. Hood,mentioned_only,0,1,0.0
Lady Mildred Watt,Lady Mildred Watt,mentioned_only,0,1,0.0
Lady Watt,Lady Watt,mentioned_only,0,1,0.0
Mary Watt,Mary Watt,mentioned_only,0,1,0.0
Peter James Vallack Watt,Peter James Vallack Watt,mentioned_only,0,1,0.0
Robert F. Randle,Robert F. Randle,mentioned_only,0,1,0.0
W.R. Hodgson,W.R. Hodgson,mentioned_only,0,1,0.0
Charles Darwin,Charles Darwin,mentioned_only,0,1,0.0
Francis Drake,Francis Drake,mentioned_only,0,1,0.0
James Cook,James Cook,mentioned_only,0,6,0.0039447314276567684
Joseph Conrad,Joseph Conrad,mentioned_only,0,1,0.0
Adrian Rawlins,Adrian Rawlins,mentioned_only,0,1,0.0
Aggie Read,Aggie Read,mentioned_only,0,1,0.0
Andrew Pike,Andrew Pike,mentioned_only,0,1,0.0
Bruce Beresford,Bruce Beresford,mentioned_only,0,3,0.000692816981418475
Christine Hill,Christine Hill,mentioned_only,0,1,0.0
Corinne Cantrill,Corinne Cantrill,mentioned_only,0,1,0.0
David Elfick,David Elfick,mentioned_only,0,1,0.0
Don Maynard,Don Maynard,mentioned_only,0,1,0.0
Jim Anderson,Jim Anderson,mentioned_only,0,1,0.0
John Hoddinott,John Hoddinott,mentioned_only,0,1,0.0
Martin Sharp,Martin Sharp,mentioned_only,0,3,0.0012850125689511458
Phillip Noyce,Phillip Noyce,mentioned_only,0,1,0.0
Richard Neville,Richard Neville,mentioned_only,0,1,0.0
George Selth Coppin,George Selth Coppin,mentioned_only,0,1,0.0
Bertha Banfield,Bertha Banfield,mentioned_only,0,1,0.0
E.J. Banfield,E.J. Banfield,mentioned_only,0,1,0.0
Alexander John,Alexander John,mentioned_only,0,1,0.0
Bruce Mason,Bruce Mason,mentioned_only,0,1,0.0
Charles Dickens',Charles Dickens',mentioned_only,0,1,0.0
Coralie Lansdowne,Coralie Lansdowne,mentioned_only,0,1,0.0
David Hare,David Hare,mentioned_only,0,1,0.0
Diana Day,Diana Day,mentioned_only,0,1,0.0
Harold Pinter,Harold Pinter,mentioned_only,0,1,0.0
Harry Allway,Harry Allway,mentioned_only,0,1,0.0
John Tranter,John Tranter,mentioned_only,0,9,0.0016140734545638494
Jonathon Hales,Jonathon Hales,mentioned_only,0,1,0.0
Kathy Lette,Kathy Lette,mentioned_only,0,3,0.0008340201313843994
Makassar Reef,Makassar Reef,mentioned_only,0,1,0.0
Michael Costigan,Michael Costigan,mentioned_only,0,5,0.001969387595626282
Ned Kelly,Ned Kelly,mentioned_only,0,4,0.0011184716666903594
Peter Corris,Peter Corris,mentioned_only,0,2,7.067280610056257e-05
Ray Lawler,Ray Lawler,mentioned_only,0,3,0.00015022904270777475
Robert Quentin,Robert Quentin,mentioned_only,0,1,0.0
Robin Lovejoy,Robin Lovejoy,mentioned_only,0,1,0.0
Sandy Gore,Sandy Gore,mentioned_only,0,1,0.0
Valerie Lawson,Valerie Lawson,mentioned_only,0,1,0.0
R. A. Simpson,R. A. Simpson,mentioned_only,0,1,0.0
Twelve Poets,Twelve Poets,mentioned_only,0,1,0.0
Keith Murdoch,Keith Murdoch,mentioned_only,0,10,0.004884605155245762
Archibald Marshall,Archibald Marshall,mentioned_only,0,1,0.0
Alfred W. McCoy,Alfred W. McCoy,mentioned_only,0,1,0.0
Bill Hayden,Bill Hayden,mentioned_only,0,3,0.00022891050828740102
Carolina de Waart,Carolina de Waart,mentioned_only,0,1,0.0
Christopher Koch,Christopher Koch,mentioned_only,0,7,0.0025104993731702194
David Marr,David Marr,mentioned_only,0,12,0.001551724152923674
Don'o Kim,Don'o Kim,mentioned_only,0,1,0.0
Erland H. Heginbotham,Erland H. Heginbotham,mentioned_only,0,1,0.0
Gregory Clark,Gregory Clark,mentioned_only,0,1,0.0
Heja Chong,Heja Chong,mentioned_only,0,1,0.0
Henry Albinski,Henry Albinski,mentioned_only,0,1,0.0
James Wilkinson,James Wilkinson,mentioned_only,0,1,0.0
Jim Angel,Jim Angel,mentioned_only,0,1,0.0
John Trotter,John Trotter,mentioned_only,0,1,0.0
John Wolseley,John Wolseley,mentioned_only,0,2,0.0005108488531587962
Peter Rushford,Peter Rushford,mentioned_only,0,1,0.0
R.F. Brissenden,R.F. Brissenden,mentioned_only,0,2,0.0006908759084446706
Richard Woolcott,Richard Woolcott,mentioned_only,0,2,0.00042717282596236575
Rick Thompson,Rick Thompson,mentioned_only,0,1,0.0
Solrun Hoaas,Solrun Hoaas,mentioned_only,0,1,0.0
Stephen Fitzgerald,Stephen Fitzgerald,mentioned_only,0,1,0.0
Thea Astley,Thea Astley,mentioned_only,0,4,0.0012697338733871587
Vincent Plush,Vincent Plush,mentioned_only,0,1,0.0
Yasmine Gooneratne,Yasmine Gooneratne,mentioned_only,0,1,0.0
Allan Charles Aldous,Allan Charles Aldous,mentioned_only,0,2,0.0
Charles Hadfield,Charles Hadfield,mentioned_only,0,1,0.0
James Agate,James Agate,mentioned_only,0,1,0.0
James Parish,James Parish,mentioned_only,0,1,0.0
Margaret Crosland,Margaret Crosland,mentioned_only,0,1,0.0
Nevil Shute,Nevil Shute,mentioned_only,0,1,0.0
Vivien Leigh,Vivien Leigh,mentioned_only,0,1,0.0
Walter Murdoch,Walter Murdoch,mentioned_only,0,9,0.012375503519324512
Alex Sheppard,Alex Sheppard,mentioned_only,0,1,0.0
Allan John,Allan John,mentioned_only,0,2,0.0
Gilbert Giles Roper,Gilbert Giles Roper,mentioned_only,0,1,0.0
Jershua Braddon,Jershua Braddon,mentioned_only,0,1,0.0
Percy Brookfield,Percy Brookfield,mentioned_only,0,1,0.0
S.N. Ray,S.N. Ray,mentioned_only,0,1,0.0
Wendy Elizabeth Scarfe,Wendy Elizabeth Scarfe,mentioned_only,0,2,0.0
Wendy Scarfe,Wendy Scarfe,mentioned_only,0,2,0.0
William Sheppard,William Sheppard,mentioned_only,0,1,0.0
Itzhak Gust,Itzhak Gust,mentioned_only,0,2,0.0
Joseph Furphy,Joseph Furphy,mentioned_only,0,3,7.871132789970038e-05
Ken Inglis,Ken Inglis,mentioned_only,0,13,0.01459521458864198
MS Acc08.111,MS Acc08.111,mentioned_only,0,1,0.0
Harc az egerrel,Harc az egerrel,mentioned_only,0,1,0.0
Dr Fabinyi,Dr Fabinyi,mentioned_only,0,1,0.0
Andrew McDonald Taylor,Andrew McDonald Taylor,mentioned_only,0,1,0.0
Ann Veronica Hurley,Ann Veronica Hurley,mentioned_only,0,1,0.0
Cecily Gibson,Cecily Gibson,mentioned_only,0,1,0.0
Centenary Medal,Centenary Medal,mentioned_only,0,8,0.003427473009304477
Don Lamberton,Don Lamberton,mentioned_only,0,1,0.0
Earle Page,Earle Page,mentioned_only,0,3,0.0008309427827537694
Everest Mozley,Everest Mozley,mentioned_only,0,1,0.0
Frank Fenner,Frank Fenner,mentioned_only,0,1,0.0
Jose Moyal,Jose Moyal,mentioned_only,0,1,0.0
Maverick mathematician,Maverick mathematician,mentioned_only,0,1,0.0
Michael Cousins,Michael Cousins,mentioned_only,0,1,0.0
W.B. Clarke,W.B. Clarke,mentioned_only,0,1,0.0
Winston Churchill,Winston Churchill,mentioned_only,0,2,0.0002988905061559836
Ann Sophia,Ann Sophia,mentioned_only,0,1,0.0
Catherine Cameron,Catherine Cameron,mentioned_only,0,1,0.0
Ann Barnard,Ann Barnard,mentioned_only,0,1,0.0
Anthony Hunter Terry,Anthony Hunter Terry,mentioned_only,0,1,0.0
Harry Pollitt,Harry Pollitt,mentioned_only,0,1,0.0
James Runcie,James Runcie,mentioned_only,0,1,0.0
John Dademo Waiko,John Dademo Waiko,mentioned_only,0,1,0.0
Robert Samuel Ross,Robert Samuel Ross,mentioned_only,0,3,0.0006931540230204784
Tom Mann,Tom Mann,mentioned_only,0,2,0.0003773354879778938
William Paisley Earsman,William Paisley Earsman,mentioned_only,0,1,0.0
Anne Godfrey-Smith,Anne Godfrey-Smith,mentioned_only,0,1,0.0
Canberra Repertory Society,Canberra Repertory Society,mentioned_only,0,1,0.0
Christopher Power,Christopher Power,mentioned_only,0,1,0.0
Jan Simmonds,Jan Simmonds,mentioned_only,0,1,0.0
Kevin Simmonds,Kevin Simmonds,mentioned_only,0,1,0.0
Adela Pankhurst Walsh,Adela Pankhurst Walsh,mentioned_only,0,2,0.000816960442001783
Andrew Peacock,Andrew Peacock,mentioned_only,0,2,0.0003762457131304174
Ann Curthoys,Ann Curthoys,mentioned_only,0,1,0.0
Anne Fairhurst Summers,Anne Fairhurst Summers,mentioned_only,0,1,0.0
Anne Summers',Anne Summers',mentioned_only,0,1,0.0
Barbara Eden,Barbara Eden,mentioned_only,0,1,0.0
Bert Newton,Bert Newton,mentioned_only,0,1,0.0
Bob Hawke,Bob Hawke,mentioned_only,0,4,0.0024673433270400846
Caroline Chisholm,Caroline Chisholm,mentioned_only,0,1,0.0
Eileen Cooper,Eileen Cooper,mentioned_only,0,1,0.0
Electoral Lobby,Electoral Lobby,mentioned_only,0,3,0.0005841356118643691
George Negus,George Negus,mentioned_only,0,1,0.0
Henry Mayer,Henry Mayer,mentioned_only,0,3,0.0016948554303180562
Joan Sutherland,Joan Sutherland,mentioned_only,0,3,0.0005659153355737148
John Singleton,John Singleton,mentioned_only,0,1,0.0
MS Acc17.019,MS Acc17.019,mentioned_only,0,1,0.0
MS Acc17.127,MS Acc17.127,mentioned_only,0,1,0.0
Melanie Beresford,Melanie Beresford,mentioned_only,0,2,0.0012560964461920982
Paul Keating,Paul Keating,mentioned_only,0,3,0.001960128049082794
Penguin Books,Penguin Books,mentioned_only,0,5,0.004276026438041492
Ray Martin,Ray Martin,mentioned_only,0,1,0.0
Richard Bonynge,Richard Bonynge,mentioned_only,0,1,0.0
Sandra Willson,Sandra Willson,mentioned_only,0,1,0.0
William Yang,William Yang,mentioned_only,0,1,0.0
Anne Catherine von Bertouch,Anne Catherine von Bertouch,mentioned_only,0,1,0.0
Anne von Bertouch,Anne von Bertouch,mentioned_only,0,1,0.0
Donald Friend,Donald Friend,mentioned_only,0,4,0.00060561748023761
Guy Boyd,Guy Boyd,mentioned_only,0,1,0.0
Von Bertouch,Von Bertouch,mentioned_only,0,1,0.0
von Bertouch,von Bertouch,mentioned_only,0,2,0.0
Max Harris,Max Harris,mentioned_only,0,7,0.0020866234095876126
Rosemary Creswell,Rosemary Creswell,mentioned_only,0,2,3.320900282295135e-05
William Deane,William Deane,mentioned_only,0,1,0.0
Anthony ‘Tony’ Hassall,Anthony ‘Tony’ Hassall,mentioned_only,0,1,0.0
Charlie Mower,Charlie Mower,mentioned_only,0,1,0.0
Harvill Secker,Harvill Secker,mentioned_only,0,1,0.0
Matthew Lamb,Matthew Lamb,mentioned_only,0,1,0.0
Randolph Stow,Randolph Stow,mentioned_only,0,7,0.002326332236534365
William Heinemann,William Heinemann,mentioned_only,0,1,0.0
Awards - Kenneth Slessor Prize for Poetry,Awards - Kenneth Slessor Prize for Poetry,mentioned_only,0,1,0.0
David Reiter,David Reiter,mentioned_only,0,1,0.0
Heather Cam,Heather Cam,mentioned_only,0,1,0.0
Judith Rodriguez,Judith Rodriguez,mentioned_only,0,5,0.0005630671370705151
Judith Wright Calanthe Award,Judith Wright Calanthe Award,mentioned_only,0,1,0.0
Michael Dargaville,Michael Dargaville,mentioned_only,0,1,0.0
Paul Hetherington,Paul Hetherington,mentioned_only,0,1,0.0
Paul Kavanagh,Paul Kavanagh,mentioned_only,0,1,0.0
Ron Simpson,Ron Simpson,mentioned_only,0,1,0.0
Ann Thwaite,Ann Thwaite,mentioned_only,0,1,0.0
Christine Porter,Christine Porter,mentioned_only,0,2,0.0
Gough Whitlam,Gough Whitlam,mentioned_only,0,9,0.005171221600975083
Katya Public Relations,Katya Public Relations,mentioned_only,0,1,0.0
Philip Adams,Philip Adams,mentioned_only,0,1,0.0
Arthur Murphy,Arthur Murphy,mentioned_only,0,2,0.00010390648217110176
Rex Ingamells,Rex Ingamells,mentioned_only,0,5,0.001296875059840179
William Hart-Smith,William Hart-Smith,mentioned_only,0,2,0.001413407572548537
Arthur G. Stephenson Award,Arthur G. Stephenson Award,mentioned_only,0,1,0.0
Arthur George Stephenson,Arthur George Stephenson,mentioned_only,0,2,0.0
Arthur Stephenson,Arthur Stephenson,mentioned_only,0,3,0.0
Donald Keith,Donald Keith,mentioned_only,0,1,0.0
Melbourne Grammar,Melbourne Grammar,mentioned_only,0,1,0.0
Turner Sydney,Turner Sydney,mentioned_only,0,1,0.0
Romeo Lahey,Romeo Lahey,mentioned_only,0,1,0.0
Rosabelle Downs,Rosabelle Downs,mentioned_only,0,1,0.0
Susan Grace Lambert,Susan Grace Lambert,mentioned_only,0,1,0.0
Francis Cobbold,Francis Cobbold,mentioned_only,0,1,0.0
Francis Edward Cobbold,Francis Edward Cobbold,mentioned_only,0,1,0.0
Del Re,Del Re,mentioned_only,0,1,0.0
Alan Renouf,Alan Renouf,mentioned_only,0,1,0.0
Andrew Marcus,Andrew Marcus,mentioned_only,0,1,0.0
Clem Lloyd,Clem Lloyd,mentioned_only,0,2,0.0018853409516178539
F.H. Gruen,F.H. Gruen,mentioned_only,0,1,0.0
G. Firth,G. Firth,mentioned_only,0,1,0.0
"Robin ""Bob"" Gollan","Robin ""Bob"" Gollan",mentioned_only,0,1,0.0
Book Bounty,Book Bounty,mentioned_only,0,1,0.0
C.B. Christesen,C.B. Christesen,mentioned_only,0,3,0.00022307627043430397
David Williamson,David Williamson,mentioned_only,0,5,0.001294040438720805
Frank Watts,Frank Watts,mentioned_only,0,1,0.0
J. Hellyer,J. Hellyer,mentioned_only,0,1,0.0
J.M. Douglas Pringle,J.M. Douglas Pringle,mentioned_only,0,1,0.0
K.S. Prichard,K.S. Prichard,mentioned_only,0,1,0.0
Keith Ewers,Keith Ewers,mentioned_only,0,1,0.0
MS Acc01.218,MS Acc01.218,mentioned_only,0,1,0.0
Nikolai Miklouho-Maclay,Nikolai Miklouho-Maclay,mentioned_only,0,1,0.0
Beatrix Christian,Beatrix Christian,mentioned_only,0,1,0.0
Bob Herbert,Bob Herbert,mentioned_only,0,1,0.0
David Allen,David Allen,mentioned_only,0,3,0.0011779692908793866
Giordano Bruno,Giordano Bruno,mentioned_only,0,1,0.0
Josie Composto Eberhard,Josie Composto Eberhard,mentioned_only,0,1,0.0
Julia Britton,Julia Britton,mentioned_only,0,1,0.0
Justin Monjo,Justin Monjo,mentioned_only,0,1,0.0
MS Acc99.228,MS Acc99.228,mentioned_only,0,1,0.0
Paul Brown,Paul Brown,mentioned_only,0,1,0.0
Richard Roxburgh,Richard Roxburgh,mentioned_only,0,1,0.0
Robert Deller,Robert Deller,mentioned_only,0,1,0.0
Ron Elisha,Ron Elisha,mentioned_only,0,1,0.0
Bob Cumming,Bob Cumming,mentioned_only,0,1,0.0
Margaret Elliot,Margaret Elliot,mentioned_only,0,1,0.0
A.R. Chisholm,A.R. Chisholm,mentioned_only,0,3,0.0004257766382694545
Betty Caplan,Betty Caplan,mentioned_only,0,1,0.0
Dymphna Clark,Dymphna Clark,mentioned_only,0,3,8.860571984772517e-05
Frank Engel,Frank Engel,mentioned_only,0,1,0.0
Jane Carnegie,Jane Carnegie,mentioned_only,0,1,0.0
MS Acc11.079,MS Acc11.079,mentioned_only,0,1,0.0
Brighton Art Gallery,Brighton Art Gallery,mentioned_only,0,1,0.0
Roslyn Poignant,Roslyn Poignant,mentioned_only,0,1,0.0
Bill Thompson,Bill Thompson,mentioned_only,0,1,0.0
Bridget Bolland,Bridget Bolland,mentioned_only,0,1,0.0
Christopher Fry,Christopher Fry,mentioned_only,0,1,0.0
Ernest Whiting,Ernest Whiting,mentioned_only,0,1,0.0
Geoffrey Fairbairn,Geoffrey Fairbairn,mentioned_only,0,4,0.010694908021594564
George Macbeth,George Macbeth,mentioned_only,0,1,0.0
Gladys Collins,Gladys Collins,mentioned_only,0,1,0.0
Henry Moore,Henry Moore,mentioned_only,0,1,0.0
John Huston,John Huston,mentioned_only,0,1,0.0
John Whiting,John Whiting,mentioned_only,0,1,0.0
Jon Stallworthy,Jon Stallworthy,mentioned_only,0,1,0.0
Lorraine Fraser,Lorraine Fraser,mentioned_only,0,1,0.0
Lorraine Whiting,Lorraine Whiting,mentioned_only,0,1,0.0
Malcolm Fraser,Malcolm Fraser,mentioned_only,0,2,0.001570718698904976
Mark Rothko,Mark Rothko,mentioned_only,0,1,0.0
Mrs J. Neville Fraser,Mrs J. Neville Fraser,mentioned_only,0,1,0.0
Peter Finch,Peter Finch,mentioned_only,0,1,0.0
R.G. Casey,R.G. Casey,mentioned_only,0,2,0.0003455530431913896
Robert Motherwell,Robert Motherwell,mentioned_only,0,1,0.0
Stanley Moss,Stanley Moss,mentioned_only,0,1,0.0
B.S. Baxter Cook,B.S. Baxter Cook,mentioned_only,0,1,0.0
Baxter Cook,Baxter Cook,mentioned_only,0,1,0.0
Bertie Stuart Baxter Cook,Bertie Stuart Baxter Cook,mentioned_only,0,2,0.0
Alexander Hay Frater,Alexander Hay Frater,mentioned_only,0,1,0.0
Barbara Janet Ainsleigh Kilpatrick,Barbara Janet Ainsleigh Kilpatrick,mentioned_only,0,1,0.0
Ethel Curlewis,Ethel Curlewis,mentioned_only,0,3,0.001871672397563374
"Jo"" Gullett","Jo"" Gullett",mentioned_only,0,1,0.0
Lady Headley,Lady Headley,mentioned_only,0,3,9.855125000014787e-05
Lady Penelope Gullett,Lady Penelope Gullett,mentioned_only,0,2,0.0
Thomas Baynton,Thomas Baynton,mentioned_only,0,1,0.0
Charles Blackman,Charles Blackman,mentioned_only,0,5,0.0009598674032627114
Felicity St John Moore,Felicity St John Moore,mentioned_only,0,1,0.0
John Meredith,John Meredith,mentioned_only,0,3,0.00026637937648011755
Annie Magda,Annie Magda,mentioned_only,0,1,0.0
Craig Munro,Craig Munro,mentioned_only,0,2,6.008252899431562e-05
Dale Spencer,Dale Spencer,mentioned_only,0,1,0.0
Leslie Anderson,Leslie Anderson,mentioned_only,0,1,0.0
Merril Yule,Merril Yule,mentioned_only,0,1,0.0
Murray Pollinger,Murray Pollinger,mentioned_only,0,2,3.754384013340563e-05
Tim Curnow,Tim Curnow,mentioned_only,0,7,0.0008611143429678773
Verity Laughton,Verity Laughton,mentioned_only,0,1,0.0
Jack Arden,Jack Arden,mentioned_only,0,1,0.0
Ernest Burgmann,Ernest Burgmann,mentioned_only,0,1,0.0
Peter Hempenstall,Peter Hempenstall,mentioned_only,0,1,0.0
Barbara Ross,Barbara Ross,mentioned_only,0,1,0.0
T.G.H. Strehlow,T.G.H. Strehlow,mentioned_only,0,1,0.0
William Buckley,William Buckley,mentioned_only,0,1,0.0
A.T. Bolton,A.T. Bolton,mentioned_only,0,1,0.0
Amy Witting,Amy Witting,mentioned_only,0,1,0.0
Barry Dickens,Barry Dickens,mentioned_only,0,1,0.0
Barry Kingham Oakley,Barry Kingham Oakley,mentioned_only,0,1,0.0
Bill Hannan,Bill Hannan,mentioned_only,0,1,0.0
Bill Leak,Bill Leak,mentioned_only,0,1,0.0
Daniel Mannix,Daniel Mannix,mentioned_only,0,3,0.0023473991755298936
David Ireland,David Ireland,mentioned_only,0,3,0.0006990542942799792
Desmond O'Grady,Desmond O'Grady,mentioned_only,0,2,0.0003898662714591584
Eugene Flockhart,Eugene Flockhart,mentioned_only,0,1,0.0
Gerald Murnane,Gerald Murnane,mentioned_only,0,2,0.00017474735973093344
Graeme Blundell,Graeme Blundell,mentioned_only,0,1,0.0
Jack Carmody,Jack Carmody,mentioned_only,0,1,0.0
Michael Sharkey,Michael Sharkey,mentioned_only,0,4,0.0007189366915741486
Morris Lurie,Morris Lurie,mentioned_only,0,2,0.00015215473509444906
Peter Slezak,Peter Slezak,mentioned_only,0,1,0.0
Susan Kurosawa,Susan Kurosawa,mentioned_only,0,1,0.0
Basil Home,Basil Home,mentioned_only,0,2,0.0
Charles Mitchell,Charles Mitchell,mentioned_only,0,1,0.0
Charles O. Waterhouse,Charles O. Waterhouse,mentioned_only,0,1,0.0
Dartmoor Gaol,Dartmoor Gaol,mentioned_only,0,2,0.0
Fred P. Litchfield,Fred P. Litchfield,mentioned_only,0,1,0.0
Grace Thomson,Grace Thomson,mentioned_only,0,1,0.0
James Stewart,James Stewart,mentioned_only,0,1,0.0
John Thurston,John Thurston,mentioned_only,0,1,0.0
Lady Knutsford,Lady Knutsford,mentioned_only,0,1,0.0
Lorimer Fison,Lorimer Fison,mentioned_only,0,1,0.0
Robert Herbert,Robert Herbert,mentioned_only,0,1,0.0
Robert Meade,Robert Meade,mentioned_only,0,1,0.0
Sarah Lyttelton,Sarah Lyttelton,mentioned_only,0,1,0.0
William MacGregor,William MacGregor,mentioned_only,0,3,2.39256465941352e-06
William Macgregor,William Macgregor,mentioned_only,0,1,0.0
William Thomson,William Thomson,mentioned_only,0,1,0.0
Beatrice Davis',Beatrice Davis',mentioned_only,0,1,0.0
Thomas Nelson Publishing House,Thomas Nelson Publishing House,mentioned_only,0,1,0.0
Douglas Macdonald,Douglas Macdonald,mentioned_only,0,1,0.0
Dr L. A. Pilotti,Dr L. A. Pilotti,mentioned_only,0,1,0.0
F. W. Thring,F. W. Thring,mentioned_only,0,1,0.0
G. B. D. Macdonald,G. B. D. Macdonald,mentioned_only,0,1,0.0
George Bothwell,George Bothwell,mentioned_only,0,1,0.0
James McGirr,James McGirr,mentioned_only,0,1,0.0
Lady MacDonald,Lady MacDonald,mentioned_only,0,1,0.0
Lilian C. Barker,Lilian C. Barker,mentioned_only,0,1,0.0
Mr H. V. Davies,Mr H. V. Davies,mentioned_only,0,1,0.0
Mrs Beatrice Blanche Macdonald,Mrs Beatrice Blanche Macdonald,mentioned_only,0,1,0.0
Mrs Macdonald,Mrs Macdonald,mentioned_only,0,1,0.0
N. Macdonald,N. Macdonald,mentioned_only,0,1,0.0
Norman Macdonald,Norman Macdonald,mentioned_only,0,1,0.0
Norman R. L. Macdonald,Norman R. L. Macdonald,mentioned_only,0,1,0.0
Russell G. Smith,Russell G. Smith,mentioned_only,0,1,0.0
A.G. Martin,A.G. Martin,mentioned_only,0,1,0.0
Ada Ward,Ada Ward,mentioned_only,0,1,0.0
Beaumont Smith,Beaumont Smith,mentioned_only,0,1,0.0
J.F. Archibald,J.F. Archibald,mentioned_only,0,4,0.00278702181940083
Jerome K. Jerome,Jerome K. Jerome,mentioned_only,0,1,0.0
John Kendrick Bangs,John Kendrick Bangs,mentioned_only,0,1,0.0
Nellie Stewart,Nellie Stewart,mentioned_only,0,1,0.0
Rod Quinn,Rod Quinn,mentioned_only,0,3,0.0007538423035059551
A.A. Calwell,A.A. Calwell,mentioned_only,0,1,0.0
Bernard Charles Cronin,Bernard Charles Cronin,mentioned_only,0,1,0.0
C.P. Snow,C.P. Snow,mentioned_only,0,1,0.0
Ella Grainger,Ella Grainger,mentioned_only,0,1,0.0
Eric North,Eric North,mentioned_only,0,1,0.0
Evelyn Emmett,Evelyn Emmett,mentioned_only,0,1,0.0
Hugh Bohun,Hugh Bohun,mentioned_only,0,1,0.0
Percy Leason,Percy Leason,mentioned_only,0,3,0.0038181898528128508
Sumner Locke Elliott,Sumner Locke Elliott,mentioned_only,0,1,0.0
Ingeborg Hansen,Ingeborg Hansen,mentioned_only,0,1,0.0
Alderney Papers,Alderney Papers,mentioned_only,0,1,0.0
Arthur Boyd,Arthur Boyd,mentioned_only,0,2,0.00031462273790653034
Chevalier de L'Ordre des Arts,Chevalier de L'Ordre des Arts,mentioned_only,0,1,0.0
Clifton Pugh,Clifton Pugh,mentioned_only,0,2,6.751170921221807e-05
Contemporary Art,Contemporary Art,mentioned_only,0,2,0.002042652077974293
David Boyd,David Boyd,mentioned_only,0,1,0.0
John Brack,John Brack,mentioned_only,0,2,0.0004436367120761219
John Perceval,John Perceval,mentioned_only,0,1,0.0
Kate Challis,Kate Challis,mentioned_only,0,1,0.0
Kate Smith,Kate Smith,mentioned_only,0,1,0.0
MS Acc15.122,MS Acc15.122,mentioned_only,0,1,0.0
Sidney Nolan,Sidney Nolan,mentioned_only,0,3,0.003932878794828917
Chris O'Sullivan,Chris O'Sullivan,mentioned_only,0,1,0.0
Gay Davidson,Gay Davidson,mentioned_only,0,1,0.0
H. Pierson,H. Pierson,mentioned_only,0,1,0.0
Jack Waterford,Jack Waterford,mentioned_only,0,1,0.0
Michelle Grattan,Michelle Grattan,mentioned_only,0,1,0.0
Anna Pavlova,Anna Pavlova,mentioned_only,0,1,0.0
Margot Fonteyn,Margot Fonteyn,mentioned_only,0,1,0.0
Martha Graham,Martha Graham,mentioned_only,0,1,0.0
Rudolph Nureyev,Rudolph Nureyev,mentioned_only,0,1,0.0
Victor Carell,Victor Carell,mentioned_only,0,1,0.0
Bethia Ogden,Bethia Ogden,mentioned_only,0,1,0.0
Ethel Anderson,Ethel Anderson,mentioned_only,0,2,1.033798119317386e-05
Annie Pearce,Annie Pearce,mentioned_only,0,1,0.0
Frank Hyett,Frank Hyett,mentioned_only,0,1,0.0
John White,John White,mentioned_only,0,2,0.0006316370700851693
Mary Pearce,Mary Pearce,mentioned_only,0,1,0.0
Oswald Barnett,Oswald Barnett,mentioned_only,0,1,0.0
memoriam edition,memoriam edition,mentioned_only,0,1,0.0
Beatrice Mary (Betty) Mudge,Beatrice Mary (Betty) Mudge,mentioned_only,0,1,0.0
Ken Wilkinson,Ken Wilkinson,mentioned_only,0,1,0.0
Sydney Tomholt,Sydney Tomholt,mentioned_only,0,2,0.0006316370700851693
William Spencer,William Spencer,mentioned_only,0,1,0.0
Guido Barracchi,Guido Barracchi,mentioned_only,0,1,0.0
Justus Jorgensen,Justus Jorgensen,mentioned_only,0,1,0.0
