id,name,type,out_strength,in_strength,betweenness
Chris Wallace-Crabb,Chris Wallace-Crabb,mentioned_only,0,1,0.0
Christopher Snee,Christopher Snee,mentioned_only,0,1,0.0
David Keeling,David Keeling,mentioned_only,0,1,0.0
Gary Alfred Catalano,Gary Alfred Catalano,mentioned_only,0,1,0.0
Ned Johnson,Ned Johnson,mentioned_only,0,1,0.0
Nick Mourtzakis,Nick Mourtzakis,mentioned_only,0,1,0.0
Retta Hemensley,Retta Hemensley,mentioned_only,0,1,0.0
Rick Amor,Rick Amor,mentioned_only,0,1,0.0
Robert Rooney,Robert Rooney,mentioned_only,0,1,0.0
Ross Lansell,Ross Lansell,mentioned_only,0,1,0.0
Rudi Kausmann,Rudi Kausmann,mentioned_only,0,1,0.0
The Harold White Fellowship Catalano,The Harold White Fellowship Catalano,mentioned_only,0,1,0.0
Gary Francis Neat,Gary Francis Neat,mentioned_only,0,1,0.0
Cyril Parry,Cyril Parry,mentioned_only,0,1,0.0
J.A. La Nauze,J.A. La Nauze,mentioned_only,0,2,0.00048016127924114453
John La Nauze,John La Nauze,mentioned_only,0,4,0.0004657849240115733
Michael Davie,Michael Davie,mentioned_only,0,1,0.0
N.J. Flanagan,N.J. Flanagan,mentioned_only,0,1,0.0
Pat Lane,Pat Lane,mentioned_only,0,1,0.0
Peter Durack,Peter Durack,mentioned_only,0,1,0.0
Tom Goodman,Tom Goodman,mentioned_only,0,1,0.0
Craig Wilcox,Craig Wilcox,mentioned_only,0,2,2.2466143332603976e-05
Ernest Scott,Ernest Scott,mentioned_only,0,3,0.0003305396419695554
Alister Kershaw,Alister Kershaw,mentioned_only,0,4,0.0012914987657927854
Bob Brissenden,Bob Brissenden,mentioned_only,0,1,0.0
Donald Kerr,Donald Kerr,mentioned_only,0,1,0.0
George Bailey,George Bailey,mentioned_only,0,1,0.0
Hal Missingham,Hal Missingham,mentioned_only,0,2,0.00023532366508770836
Helen Blackburn,Helen Blackburn,mentioned_only,0,1,0.0
Henry Dutton,Henry Dutton,mentioned_only,0,2,0.0
Jeffrey Smart,Jeffrey Smart,mentioned_only,0,4,0.0003780998377398339
Norman A. Jeffares,Norman A. Jeffares,mentioned_only,0,1,0.0
Roy Campbell,Roy Campbell,mentioned_only,0,1,0.0
Walter Crocker,Walter Crocker,mentioned_only,0,2,2.89106766544689e-05
1.96 m,1.96 m,mentioned_only,0,1,0.0
Anthony Mason,Anthony Mason,mentioned_only,0,1,0.0
John Barry,John Barry,mentioned_only,0,1,0.0
John Latham,John Latham,mentioned_only,0,2,0.0018853409516178539
John Norris,John Norris,mentioned_only,0,1,0.0
Martin Kriewaldt,Martin Kriewaldt,mentioned_only,0,1,0.0
Owen Dixon,Owen Dixon,mentioned_only,0,1,0.0
Percy Joske,Percy Joske,mentioned_only,0,1,0.0
Trevor Rapke,Trevor Rapke,mentioned_only,0,1,0.0
George King,George King,mentioned_only,0,1,0.0
John Caiger,John Caiger,mentioned_only,0,1,0.0
MS Acc06.075,MS Acc06.075,mentioned_only,0,1,0.0
B. O'Dowd,B. O'Dowd,mentioned_only,0,1,0.0
C. B. Christesen,C. B. Christesen,mentioned_only,0,2,0.00021821814000098588
C. J. Brennan,C. J. Brennan,mentioned_only,0,1,0.0
C. Roderick,C. Roderick,mentioned_only,0,1,0.0
D. O'Reilly,D. O'Reilly,mentioned_only,0,1,0.0
D. Stewart,D. Stewart,mentioned_only,0,1,0.0
E. David,E. David,mentioned_only,0,1,0.0
E. M. Miller,E. M. Miller,mentioned_only,0,1,0.0
E. Shackleton,E. Shackleton,mentioned_only,0,1,0.0
E. V. Timms,E. V. Timms,mentioned_only,0,1,0.0
Eve Langley,Eve Langley,mentioned_only,0,1,0.0
F. Clune,F. Clune,mentioned_only,0,1,0.0
F. D. Davidson,F. D. Davidson,mentioned_only,0,1,0.0
Furnley Maurice,Furnley Maurice,mentioned_only,0,3,0.00028858874015512566
G. A. Wilkes,G. A. Wilkes,mentioned_only,0,1,0.0
Gilbert Mont,Gilbert Mont,mentioned_only,0,1,0.0
H. M. Green,H. M. Green,mentioned_only,0,1,0.0
H. V. Evatt,H. V. Evatt,mentioned_only,0,1,0.0
J. A. Ferguson,J. A. Ferguson,mentioned_only,0,3,0.0032430528806178496
J. H. Scullin,J. H. Scullin,mentioned_only,0,2,0.0008467555902469894
J. McAuley,J. McAuley,mentioned_only,0,1,0.0
J. W. Wright,J. W. Wright,mentioned_only,0,1,0.0
K. I. Mackenzie,K. I. Mackenzie,mentioned_only,0,1,0.0
K. Slessor,K. Slessor,mentioned_only,0,1,0.0
L. Haylen,L. Haylen,mentioned_only,0,1,0.0
M. Franklin,M. Franklin,mentioned_only,0,1,0.0
M. H. Ellis,M. H. Ellis,mentioned_only,0,1,0.0
M. Harris,M. Harris,mentioned_only,0,1,0.0
Mary Durack,Mary Durack,mentioned_only,0,2,0.00021821814000098588
P. Hasluck,P. Hasluck,mentioned_only,0,1,0.0
P. Mander-Jones,P. Mander-Jones,mentioned_only,0,1,0.0
R. G. Menzies,R. G. Menzies,mentioned_only,0,1,0.0
R. H. Croll,R. H. Croll,mentioned_only,0,2,0.0001123459512391661
R. R. Garran,R. R. Garran,mentioned_only,0,2,0.0010005354434999485
S. A. Rosa,S. A. Rosa,mentioned_only,0,1,0.0
S. H. Prior,S. H. Prior,mentioned_only,0,1,0.0
W. Crowther,W. Crowther,mentioned_only,0,1,0.0
Mary Ann Owen,Mary Ann Owen,mentioned_only,0,1,0.0
Thomas Bury,Thomas Bury,mentioned_only,0,1,0.0
William Ker,William Ker,mentioned_only,0,1,0.0
Robert B. Goodman,Robert B. Goodman,mentioned_only,0,1,0.0
George Mackaness',George Mackaness',mentioned_only,0,1,0.0
A. B. Paterson,A. B. Paterson,mentioned_only,0,1,0.0
David Scott Mitchell,David Scott Mitchell,mentioned_only,0,1,0.0
J. F. Archibald,J. F. Archibald,mentioned_only,0,1,0.0
J. P. Abbott,J. P. Abbott,mentioned_only,0,1,0.0
John Ferguson,John Ferguson,mentioned_only,0,3,0.0014532605461425754
Langer Owen,Langer Owen,mentioned_only,0,1,0.0
Marie Corelli,Marie Corelli,mentioned_only,0,1,0.0
Nellie Melba,Nellie Melba,mentioned_only,0,1,0.0
W. Clinton,W. Clinton,mentioned_only,0,1,0.0
W. D. M. Merewether,W. D. M. Merewether,mentioned_only,0,1,0.0
W. M. Hughes,W. M. Hughes,mentioned_only,0,3,0.0021080511988148054
Gerard Gill Firth,Gerard Gill Firth,mentioned_only,0,1,0.0
Roland Wilson,Roland Wilson,mentioned_only,0,1,0.0
Gerald Glynn O'Collins,Gerald Glynn O'Collins,mentioned_only,0,1,0.0
Gerald O'Collins,Gerald O'Collins,mentioned_only,0,1,0.0
Patrick McMahon,Patrick McMahon,mentioned_only,0,1,0.0
Eardley Turner,Eardley Turner,mentioned_only,0,1,0.0
Arthur John Hicks',Arthur John Hicks',mentioned_only,0,1,0.0
Curtis Brown,Curtis Brown,mentioned_only,0,4,0.0018159849990898459
Dr Gwyneth M. Dow,Dr Gwyneth M. Dow,mentioned_only,0,1,0.0
Elizabeth Boleman-Herring,Elizabeth Boleman-Herring,mentioned_only,0,1,0.0
George Bouras,George Bouras,mentioned_only,0,1,0.0
John McLaren,John McLaren,mentioned_only,0,1,0.0
Kate Grenville,Kate Grenville,mentioned_only,0,2,4.901748987574358e-05
MS Acc04.172,MS Acc04.172,mentioned_only,0,1,0.0
Neil Stewart,Neil Stewart,mentioned_only,0,2,0.0
Muriel Wilkinson,Muriel Wilkinson,mentioned_only,0,1,0.0
Edwin Graham Perkin,Edwin Graham Perkin,mentioned_only,0,2,0.0
Ron Armstrong,Ron Armstrong,mentioned_only,0,1,0.0
District Officer,District Officer,mentioned_only,0,1,0.0
Gus O'Donnell,Gus O'Donnell,mentioned_only,0,1,0.0
Leonie O'Donnell,Leonie O'Donnell,mentioned_only,0,1,0.0
Gwen Harwood AO,Gwen Harwood AO,mentioned_only,0,2,0.0
J.R. Sergeant,J.R. Sergeant,mentioned_only,0,1,0.0
Louis Johnson,Louis Johnson,mentioned_only,0,1,0.0
Thomas Riddell,Thomas Riddell,mentioned_only,0,1,0.0
Ainsworth Harrison,Ainsworth Harrison,mentioned_only,0,1,0.0
Charles Goldsmith,Charles Goldsmith,mentioned_only,0,1,0.0
Charles Moses,Charles Moses,mentioned_only,0,2,0.0002603087616949823
F. D. Clewlow,F. D. Clewlow,mentioned_only,0,1,0.0
Frank Zeppel,Frank Zeppel,mentioned_only,0,1,0.0
Gladys Bluett,Gladys Bluett,mentioned_only,0,1,0.0
James Pratt,James Pratt,mentioned_only,0,1,0.0
John Bluett,John Bluett,mentioned_only,0,1,0.0
John Douglas,John Douglas,mentioned_only,0,1,0.0
Leslie Rees,Leslie Rees,mentioned_only,0,2,0.0025145854570436097
W. Cousins,W. Cousins,mentioned_only,0,2,0.0002061544907049238
Avril McBurnie,Avril McBurnie,mentioned_only,0,1,0.0
Brian Stockfeld,Brian Stockfeld,mentioned_only,0,2,0.0
Catherine Eldridge,Catherine Eldridge,mentioned_only,0,2,0.0
David Eldridge,David Eldridge,mentioned_only,0,1,0.0
David Stockfeld,David Stockfeld,mentioned_only,0,1,0.0
Doris Brisbane,Doris Brisbane,mentioned_only,0,1,0.0
Dorothy Meissner,Dorothy Meissner,mentioned_only,0,1,0.0
Elizabeth Eldridge,Elizabeth Eldridge,mentioned_only,0,1,0.0
Iris Stockfeld,Iris Stockfeld,mentioned_only,0,1,0.0
James Eldridge,James Eldridge,mentioned_only,0,1,0.0
Ken Eldridge,Ken Eldridge,mentioned_only,0,1,0.0
Margaret Murray,Margaret Murray,mentioned_only,0,1,0.0
Marian Eldrige,Marian Eldrige,mentioned_only,0,1,0.0
Rebecca Stockfeld,Rebecca Stockfeld,mentioned_only,0,1,0.0
Sue Stockfeld,Sue Stockfeld,mentioned_only,0,1,0.0
Ted Ford,Ted Ford,mentioned_only,0,1,0.0
nee Stott,nee Stott,mentioned_only,0,1,0.0
David Meale,David Meale,mentioned_only,0,1,0.0
Gwendolen Florence Walker-Smith,Gwendolen Florence Walker-Smith,mentioned_only,0,1,0.0
Jean Saxelby,Jean Saxelby,mentioned_only,0,1,0.0
NLA MS 8617,NLA MS 8617,mentioned_only,0,1,0.0
Geelong Grammar,Geelong Grammar,mentioned_only,0,2,0.0010315917344279446
Henry Baynton Somer,Henry Baynton Somer,mentioned_only,0,1,0.0
Henry Somer,Henry Somer,mentioned_only,0,1,0.0
Jo Gullett,Jo Gullett,mentioned_only,0,1,0.0
Albert Einstein,Albert Einstein,mentioned_only,0,1,0.0
Billy Hughes,Billy Hughes,mentioned_only,0,1,0.0
F. A. Todd,F. A. Todd,mentioned_only,0,1,0.0
H. Duncan Hall,H. Duncan Hall,mentioned_only,0,2,0.0
H. Lauterpacht,H. Lauterpacht,mentioned_only,0,1,0.0
Hessel Duncan Hall,Hessel Duncan Hall,mentioned_only,0,1,0.0
J.C. Smuts,J.C. Smuts,mentioned_only,0,2,0.00020110978844060842
John Anderson,John Anderson,mentioned_only,0,1,0.0
Lord Baillieu,Lord Baillieu,mentioned_only,0,1,0.0
NLA MS 7229,NLA MS 7229,mentioned_only,0,1,0.0
W. Yandell Elliott,W. Yandell Elliott,mentioned_only,0,1,0.0
Hesba Fay Pixie Brinsmead,Hesba Fay Pixie Brinsmead,mentioned_only,0,1,0.0
Peter Seeger,Peter Seeger,mentioned_only,0,1,0.0
R. Ramberger,R. Ramberger,mentioned_only,0,1,0.0
Frank Johnson,Frank Johnson,mentioned_only,0,1,0.0
Geoff Drake-Brockman,Geoff Drake-Brockman,mentioned_only,0,1,0.0
Harley Davison,Harley Davison,mentioned_only,0,1,0.0
J. Fergusson-Stewart,J. Fergusson-Stewart,mentioned_only,0,1,0.0
Martin E. Jull,Martin E. Jull,mentioned_only,0,1,0.0
Myra Morris,Myra Morris,mentioned_only,0,2,0.0011583496103445053
Roberta Jull,Roberta Jull,mentioned_only,0,1,0.0
Stuart Sayers,Stuart Sayers,mentioned_only,0,2,0.0010610193473486757
Harold James Oliver,Harold James Oliver,mentioned_only,0,1,0.0
John Ford,John Ford,mentioned_only,0,1,0.0
Robert Howard,Robert Howard,mentioned_only,0,1,0.0
William Shakespeare,William Shakespeare,mentioned_only,0,1,0.0
H.W. King,H.W. King,mentioned_only,0,1,0.0
Joy Robinson,Joy Robinson,mentioned_only,0,1,0.0
MS Acc00.203,MS Acc00.203,mentioned_only,0,1,0.0
Carmen Blacker,Carmen Blacker,mentioned_only,0,1,0.0
Christopher Brennan Award,Christopher Brennan Award,mentioned_only,0,5,0.00044562566343519963
Ern Malley,Ern Malley,mentioned_only,0,1,0.0
Harold Frederick Stewart,Harold Frederick Stewart,mentioned_only,0,1,0.0
Heinz Karrer,Heinz Karrer,mentioned_only,0,1,0.0
Henry Horwege,Henry Horwege,mentioned_only,0,1,0.0
Michael Heyward,Michael Heyward,mentioned_only,0,2,7.680909941000124e-05
Milton Moon,Milton Moon,mentioned_only,0,1,0.0
Mrs Jauncey,Mrs Jauncey,mentioned_only,0,2,0.0
Mrs M. Jauncey,Mrs M. Jauncey,mentioned_only,0,1,0.0
Peter Kelly,Peter Kelly,mentioned_only,0,1,0.0
Peter Talbot Wilcox,Peter Talbot Wilcox,mentioned_only,0,1,0.0
Ruth Niland,Ruth Niland,mentioned_only,0,1,0.0
T. Graham Fisher,T. Graham Fisher,mentioned_only,0,1,0.0
E. Bedford,E. Bedford,mentioned_only,0,1,0.0
M. Fraser,M. Fraser,mentioned_only,0,1,0.0
Mrs Cooke,Mrs Cooke,mentioned_only,0,1,0.0
Lao Tze,Lao Tze,mentioned_only,0,1,0.0
Alfred John Jarvis,Alfred John Jarvis,mentioned_only,0,1,0.0
Bernard O'Dowd,Bernard O'Dowd,mentioned_only,0,5,0.004737807513822407
E.J. Turner,E.J. Turner,mentioned_only,0,1,0.0
John Shaw Neilson',John Shaw Neilson',mentioned_only,0,1,0.0
Marie Pitt,Marie Pitt,mentioned_only,0,1,0.0
Inferno Quarterley,Inferno Quarterley,mentioned_only,0,1,0.0
John Hargrave,John Hargrave,mentioned_only,0,2,0.0031378485508208316
Leslie Hedley,Leslie Hedley,mentioned_only,0,1,0.0
Hazel de Berg,Hazel de Berg,mentioned_only,0,1,0.0
Ian Fairweather,Ian Fairweather,mentioned_only,0,3,0.0004851921663168132
Mary Lisle,Mary Lisle,mentioned_only,0,1,0.0
Rodney A. Milgate,Rodney A. Milgate,mentioned_only,0,1,0.0
Roger B. Joyce,Roger B. Joyce,mentioned_only,0,1,0.0
Samuel Griffith,Samuel Griffith,mentioned_only,0,1,0.0
Helen Armstrong,Helen Armstrong,mentioned_only,0,1,0.0
Millicent Armstrong,Millicent Armstrong,mentioned_only,0,1,0.0
Joe Cinque,Joe Cinque,mentioned_only,0,1,0.0
Dark Moon,Dark Moon,mentioned_only,0,1,0.0
Henry Gullett,Henry Gullett,mentioned_only,0,1,0.0
John Ramsden Lyall,John Ramsden Lyall,mentioned_only,0,1,0.0
L. A. B. Heney,L. A. B. Heney,mentioned_only,0,1,0.0
Paul Edward Strzelecki,Paul Edward Strzelecki,mentioned_only,0,1,0.0
T. W. Heney,T. W. Heney,mentioned_only,0,1,0.0
Tessa Milne,Tessa Milne,mentioned_only,0,1,0.0
George G. Harrap,George G. Harrap,mentioned_only,0,1,0.0
Henry James,Henry James,mentioned_only,0,1,0.0
Andrew Fisher,Andrew Fisher,mentioned_only,0,4,0.0013061361519145385
Henry Boote,Henry Boote,mentioned_only,0,1,0.0
P.R. Stephensen,P.R. Stephensen,mentioned_only,0,1,0.0
Photographs of Boote,Photographs of Boote,mentioned_only,0,1,0.0
Queensland Worker,Queensland Worker,mentioned_only,0,1,0.0
Colin Watts,Colin Watts,mentioned_only,0,1,0.0
John Garvin,John Garvin,mentioned_only,0,1,0.0
Matthew Henry Marsh,Matthew Henry Marsh,mentioned_only,0,1,0.0
E. Purdie,E. Purdie,mentioned_only,0,1,0.0
Ethel F. L. Robertson,Ethel F. L. Robertson,mentioned_only,0,1,0.0
Ethel Florence Lindesay Richardson,Ethel Florence Lindesay Richardson,mentioned_only,0,1,0.0
Harry Price,Harry Price,mentioned_only,0,1,0.0
Harry Price Library,Harry Price Library,mentioned_only,0,1,0.0
Jacob Schwartz,Jacob Schwartz,mentioned_only,0,1,0.0
Lucie Daye,Lucie Daye,mentioned_only,0,1,0.0
Mary Kernot,Mary Kernot,mentioned_only,0,1,0.0
Maurice Guest',Maurice Guest',mentioned_only,0,1,0.0
"Mfm G 22,962-Mfm G 22,991","Mfm G 22,962-Mfm G 22,991",mentioned_only,0,1,0.0
Mitchell Library,Mitchell Library,mentioned_only,0,3,0.000608665777698915
Mrs Robertson,Mrs Robertson,mentioned_only,0,1,0.0
Neils Lyhne,Neils Lyhne,mentioned_only,0,1,0.0
Oliver Stonor,Oliver Stonor,mentioned_only,0,1,0.0
Paul Solanges,Paul Solanges,mentioned_only,0,1,0.0
W.L. Richardson,W.L. Richardson,mentioned_only,0,1,0.0
Walter Lindesay Richardson,Walter Lindesay Richardson,mentioned_only,0,1,0.0
Henry J. Cowan,Henry J. Cowan,mentioned_only,0,1,0.0
Frederick C. Kendall,Frederick C. Kendall,mentioned_only,0,1,0.0
Mrs E.K. Bowden,Mrs E.K. Bowden,mentioned_only,0,1,0.0
Nettie M. Bowden,Nettie M. Bowden,mentioned_only,0,1,0.0
Thomas Kendall,Thomas Kendall,mentioned_only,0,1,0.0
Frank Reid,Frank Reid,mentioned_only,0,1,0.0
Grace McManus,Grace McManus,mentioned_only,0,1,0.0
H.A. Potts,H.A. Potts,mentioned_only,0,1,0.0
John Reynolds,John Reynolds,mentioned_only,0,1,0.0
Joy Damousi,Joy Damousi,mentioned_only,0,1,0.0
Margaret Lyne,Margaret Lyne,mentioned_only,0,1,0.0
Marilyn Lake,Marilyn Lake,mentioned_only,0,1,0.0
Anton Lucas,Anton Lucas,mentioned_only,0,1,0.0
Betty Feith,Betty Feith,mentioned_only,0,1,0.0
Bert Mishael,Bert Mishael,mentioned_only,0,1,0.0
Beryl Halinboing,Beryl Halinboing,mentioned_only,0,1,0.0
Irene Dowesing,Irene Dowesing,mentioned_only,0,1,0.0
Government House,Government House,mentioned_only,0,1,0.0
Henry Halloran,Henry Halloran,mentioned_only,0,1,0.0
Hercules George Robert Robinson,Hercules George Robert Robinson,mentioned_only,0,1,0.0
Hercules Robinson,Hercules Robinson,mentioned_only,0,1,0.0
Lady Robinson,Lady Robinson,mentioned_only,0,1,0.0
Arthur Thomas Erroll Hay,Arthur Thomas Erroll Hay,mentioned_only,0,1,0.0
Hertha Louise,Hertha Louise,mentioned_only,0,1,0.0
John Erroll Audley Hay,John Erroll Audley Hay,mentioned_only,0,1,0.0
Lady Hay,Lady Hay,mentioned_only,0,1,0.0
Lady Hertha,Lady Hertha,mentioned_only,0,1,0.0
Lady Hertha Hay,Lady Hertha Hay,mentioned_only,0,1,0.0
Eric Rolls,Eric Rolls,mentioned_only,0,1,0.0
MS Acc13.059,MS Acc13.059,mentioned_only,0,1,0.0
MS Acc13.076,MS Acc13.076,mentioned_only,0,1,0.0
MS Acc13.089,MS Acc13.089,mentioned_only,0,1,0.0
Pan Macmillan,Pan Macmillan,mentioned_only,0,1,0.0
Patricia Edgar,Patricia Edgar,mentioned_only,0,1,0.0
Tim Burstall,Tim Burstall,mentioned_only,0,1,0.0
Charles Lydiard Abbott,Charles Lydiard Abbott,mentioned_only,0,1,0.0
Edmund de Rothschild,Edmund de Rothschild,mentioned_only,0,1,0.0
Hudson Fysh,Hudson Fysh,mentioned_only,0,2,0.0023572743306871707
Keith Officer,Keith Officer,mentioned_only,0,1,0.0
Keith Walter,Keith Walter,mentioned_only,0,1,0.0
Lady Gowrie,Lady Gowrie,mentioned_only,0,1,0.0
Mrs Abbott,Mrs Abbott,mentioned_only,0,1,0.0
Robert Garren,Robert Garren,mentioned_only,0,1,0.0
Alexander Dennis,Alexander Dennis,mentioned_only,0,1,0.0
Celia Scott,Celia Scott,mentioned_only,0,1,0.0
George Fraser,George Fraser,mentioned_only,0,1,0.0
Henry Purcell,Henry Purcell,mentioned_only,0,1,0.0
Honor Thwaites',Honor Thwaites',mentioned_only,0,1,0.0
MS Acc09.71,MS Acc09.71,mentioned_only,0,1,0.0
Michael Thwaites',Michael Thwaites',mentioned_only,0,1,0.0
Terence A. Williams,Terence A. Williams,mentioned_only,0,1,0.0
Vladimir Petrov,Vladimir Petrov,mentioned_only,0,1,0.0
Lenox Hewitt,Lenox Hewitt,mentioned_only,0,1,0.0
Donald M. Erb,Donald M. Erb,mentioned_only,0,1,0.0
Ernest G. Moll,Ernest G. Moll,mentioned_only,0,1,0.0
Ernest Moll,Ernest Moll,mentioned_only,0,1,0.0
Nieva Moll,Nieva Moll,mentioned_only,0,1,0.0
Professors Hyde,Professors Hyde,mentioned_only,0,1,0.0
Douglas Galbraith,Douglas Galbraith,mentioned_only,0,1,0.0
Dr Williams,Dr Williams,mentioned_only,0,1,0.0
Lady Latham,Lady Latham,mentioned_only,0,2,0.0
Lady White,Lady White,mentioned_only,0,1,0.0
Ellie Pullin,Ellie Pullin,mentioned_only,0,1,0.0
John S. Ryan,John S. Ryan,mentioned_only,0,1,0.0
Pan Books,Pan Books,mentioned_only,0,1,0.0
Autograph MSS,Autograph MSS,mentioned_only,0,1,0.0
Allan Patience,Allan Patience,mentioned_only,0,1,0.0
Bettina Cass,Bettina Cass,mentioned_only,0,1,0.0
David Donnison,David Donnison,mentioned_only,0,1,0.0
Derry Jeffares,Derry Jeffares,mentioned_only,0,2,5.613841019762626e-05
Don Watson,Don Watson,mentioned_only,0,1,0.0
H.C. Coombs,H.C. Coombs,mentioned_only,0,1,0.0
Inga Clendinnen,Inga Clendinnen,mentioned_only,0,1,0.0
Israel Getzler,Israel Getzler,mentioned_only,0,1,0.0
Ivan Szelenyi,Ivan Szelenyi,mentioned_only,0,1,0.0
Jack Smart,Jack Smart,mentioned_only,0,1,0.0
James Friguglietti,James Friguglietti,mentioned_only,0,1,0.0
John Langmore,John Langmore,mentioned_only,0,1,0.0
Mark Peel,Mark Peel,mentioned_only,0,1,0.0
Martin Rein,Martin Rein,mentioned_only,0,1,0.0
Michael Young,Michael Young,mentioned_only,0,1,0.0
Pat Stretton,Pat Stretton,mentioned_only,0,1,0.0
Paul Streeton,Paul Streeton,mentioned_only,0,1,0.0
Peter Munz,Peter Munz,mentioned_only,0,1,0.0
Richard Kennedy,Richard Kennedy,mentioned_only,0,1,0.0
Sol Encel,Sol Encel,mentioned_only,0,1,0.0
Hugh Clarke,Hugh Clarke,mentioned_only,0,1,0.0
Ben McGuire,Ben McGuire,mentioned_only,0,1,0.0
Brian Laver,Brian Laver,mentioned_only,0,1,0.0
Bruce McFarlane,Bruce McFarlane,mentioned_only,0,1,0.0
Caroline Lurie,Caroline Lurie,mentioned_only,0,3,0.0005522966130019468
Euan Upston,Euan Upston,mentioned_only,0,1,0.0
Graham Rowlands,Graham Rowlands,mentioned_only,0,1,0.0
Greg Mackie,Greg Mackie,mentioned_only,0,1,0.0
Jack Mundey,Jack Mundey,mentioned_only,0,1,0.0
Jenny Darling,Jenny Darling,mentioned_only,0,1,0.0
Judy McQueen,Judy McQueen,mentioned_only,0,1,0.0
Kathy Bail,Kathy Bail,mentioned_only,0,1,0.0
Lindsay Fraser,Lindsay Fraser,mentioned_only,0,1,0.0
Neil Beckhaus,Neil Beckhaus,mentioned_only,0,1,0.0
Nicholas Pounder,Nicholas Pounder,mentioned_only,0,1,0.0
Peter Curtis,Peter Curtis,mentioned_only,0,1,0.0
Peter Lyssiotis,Peter Lyssiotis,mentioned_only,0,2,0.0004779236500582679
Ruth Blair,Ruth Blair,mentioned_only,0,1,0.0
Sarah de Jong,Sarah de Jong,mentioned_only,0,1,0.0
Stephen McDonald,Stephen McDonald,mentioned_only,0,1,0.0
Ted Reithmuller,Ted Reithmuller,mentioned_only,0,1,0.0
Tom Fitzgerald,Tom Fitzgerald,mentioned_only,0,3,0.00039348091073332603
Tom Roberts,Tom Roberts,mentioned_only,0,2,0.0014228705567874758
Tony Twigg,Tony Twigg,mentioned_only,0,1,0.0
Walter Struve,Walter Struve,mentioned_only,0,1,0.0
Ian Gust,Ian Gust,mentioned_only,0,1,0.0
Neal Blewett,Neal Blewett,mentioned_only,0,1,0.0
Ian Neil Templeman,Ian Neil Templeman,mentioned_only,0,1,0.0
John Macgregor,John Macgregor,mentioned_only,0,1,0.0
MS Acc03.016,MS Acc03.016,mentioned_only,0,1,0.0
Peter Lalor,Peter Lalor,mentioned_only,0,2,7.267908001325481e-05
Barbara Mobbs,Barbara Mobbs,mentioned_only,0,2,0.00015659291618995406
CM Ketkar,CM Ketkar,mentioned_only,0,1,0.0
Catherine Hanan,Catherine Hanan,mentioned_only,0,1,0.0
Daniel Stephenson,Daniel Stephenson,mentioned_only,0,1,0.0
Daniela Benussi,Daniela Benussi,mentioned_only,0,1,0.0
Eda Zahl,Eda Zahl,mentioned_only,0,1,0.0
Fran Siegel,Fran Siegel,mentioned_only,0,1,0.0
Isobelle Carmody,Isobelle Carmody,mentioned_only,0,1,0.0
Jeff Buchanan,Jeff Buchanan,mentioned_only,0,1,0.0
Jenny Pausacker,Jenny Pausacker,mentioned_only,0,1,0.0
Joan Long,Joan Long,mentioned_only,0,3,0.0006107840744667098
John Paramor,John Paramor,mentioned_only,0,1,0.0
Lynn Sellwood,Lynn Sellwood,mentioned_only,0,1,0.0
Matthew Curlewis,Matthew Curlewis,mentioned_only,0,1,0.0
Mick Young,Mick Young,mentioned_only,0,1,0.0
Penny Chapman,Penny Chapman,mentioned_only,0,1,0.0
Phillip Retsky,Phillip Retsky,mentioned_only,0,1,0.0
Robert Ray,Robert Ray,mentioned_only,0,1,0.0
Sheila Power,Sheila Power,mentioned_only,0,1,0.0
Sidonie Scott,Sidonie Scott,mentioned_only,0,1,0.0
Vicki Molloy,Vicki Molloy,mentioned_only,0,1,0.0
Zigmund Michalowski,Zigmund Michalowski,mentioned_only,0,1,0.0
C.H. Chomley,C.H. Chomley,mentioned_only,0,2,0.0
Eliza Chomley,Eliza Chomley,mentioned_only,0,1,0.0
Evelyn Waugh,Evelyn Waugh,mentioned_only,0,1,0.0
H.G. Elliott C.B,H.G. Elliott C.B,mentioned_only,0,1,0.0
Laurie Taylor,Laurie Taylor,mentioned_only,0,1,0.0
Penleigh Boyd,Penleigh Boyd,mentioned_only,0,2,0.0
R.L. Outhwaite,R.L. Outhwaite,mentioned_only,0,1,0.0
T.T. a'Beckett,T.T. a'Beckett,mentioned_only,0,1,0.0
Warrick Gould,Warrick Gould,mentioned_only,0,1,0.0
a'Beckett Marsh,a'Beckett Marsh,mentioned_only,0,1,0.0
Barbara Hunger,Barbara Hunger,mentioned_only,0,1,0.0
Barbara Kerr Wilson,Barbara Kerr Wilson,mentioned_only,0,2,0.0007939630108576092
Bluey Truscott,Bluey Truscott,mentioned_only,0,1,0.0
David Harris,David Harris,mentioned_only,0,1,0.0
Elizabeth Southall,Elizabeth Southall,mentioned_only,0,1,0.0
Ivan Francis Southall,Ivan Francis Southall,mentioned_only,0,1,0.0
Jennifer Rowe,Jennifer Rowe,mentioned_only,0,1,0.0
John Abernethy,John Abernethy,mentioned_only,0,1,0.0
Joy Southall,Joy Southall,mentioned_only,0,1,0.0
Judith Fisher,Judith Fisher,mentioned_only,0,1,0.0
MS Acc15.075,MS Acc15.075,mentioned_only,0,1,0.0
Margaret Giumelli,Margaret Giumelli,mentioned_only,0,1,0.0
Marilyn Malin,Marilyn Malin,mentioned_only,0,1,0.0
Moira Thomas,Moira Thomas,mentioned_only,0,1,0.0
